Name,MB,Year,House
Marcus Flitwick,12,6,Ravenclaw
Pomona Meliflua,15,4,Ravenclaw
Charity Hopkirk,13,2,Ravenclaw
Padfoot Vulchanov,1,4,Gryffindor
Vernon Dippet,4,5,Slytherin
Penelope Delacour,6,3,Gryffindor
Kevin Peverell,11,2,Hufflepuff
Regulus Pettigrew,8,5,Hufflepuff
Pansy Shacklebolt,7,2,Gryffindor
Wormtail Crockford,14,6,Ravenclaw
Mafalda Ogden,11,5,Hufflepuff
Kendra Crouch,4,2,Slytherin
Bane Granger,9,2,Slytherin
Livius Creevey,8,5,Hufflepuff
Muriel Brown,9,2,Slytherin
Madam Poppy Cresswell,4,2,Slytherin
Marietta Granger,13,5,Ravenclaw
Travers Mumps,3,6,Slytherin
Andrew Gregorovitch,1,6,Gryffindor
Nicolas Zabini,12,5,Ravenclaw
Lavender Chang,4,2,Slytherin
Emmeline Bones,8,5,Hufflepuff
Rubeus Clagg,15,2,Ravenclaw
Marge Kettleburn,7,6,Gryffindor
Molly ,9,5,Slytherin
Alecto Delaney-Podmore,12,4,Ravenclaw
Sirius Gudgeon,11,5,Hufflepuff
Minerva Bones,11,5,Hufflepuff
Nearly Headless Nick Warrington,9,2,Slytherin
Andromeda Higgs,1,2,Gryffindor
Cornelius Timms,12,4,Ravenclaw
Kennilworthy Bell,14,5,Ravenclaw
Fang Mumps,12,2,Ravenclaw
Trevor Whisp,5,6,Ravenclaw
Hugo Prince,14,6,Ravenclaw
Griselda Grindelwald,16,2,Ravenclaw
Peeves Derwent,12,4,Ravenclaw
Gellert Clagg,1,6,Gryffindor
Katie Tonks,15,4,Ravenclaw
Ariana Flitwick,15,5,Ravenclaw
Helga McClaggen,3,6,Slytherin
Horace Lupin,9,6,Slytherin
Lee Umbridge,3,6,Slytherin
Hassan Thicknesse,13,5,Ravenclaw
Antonin Corner,11,5,Hufflepuff
Theodore Clagg,15,4,Ravenclaw
Amos Brown,8,6,Hufflepuff
Hepzibah Gudgeon,5,6,Ravenclaw
Hermes Grubbly-Plank,9,4,Slytherin
Nymphadora Ravenclaw,4,3,Slytherin
Salazar Pince,16,2,Ravenclaw
Severus Cresswell,12,4,Ravenclaw
Antioch Gaunt,4,2,Slytherin
Travers Finch-Fletchley,12,5,Ravenclaw
Piers Mimsey-Porpington,9,5,Slytherin
Modesty Ravenclaw,5,2,Ravenclaw
Vaisey Nott,1,3,Gryffindor
Arthur Dumbledore,14,2,Ravenclaw
Muriel MacMillian,1,4,Gryffindor
Nearly Headless Nick Midgeon,1,6,Gryffindor
Gertie Dawlish,7,6,Gryffindor
Molly Ogden,15,5,Ravenclaw
Sybill Brown,13,4,Ravenclaw
Arsenius Patil,4,6,Slytherin
Bartemius Skeeter,9,2,Slytherin
Ted Bode,7,6,Gryffindor
Fat Friar Moody,12,3,Ravenclaw
Sirius Kirke,11,5,Hufflepuff
Orla Pince,12,5,Ravenclaw
Marcus Elphick,4,6,Slytherin
Patrick Prince,15,2,Ravenclaw
Thomas Vane,6,4,Gryffindor
Alphard Brown,8,4,Hufflepuff
Avery Pomfrey,13,6,Ravenclaw
Padfoot Bones,15,4,Ravenclaw
Oblansk Marchbanks,5,6,Ravenclaw
Arsenius Fortescue,8,2,Hufflepuff
James Twycross,10,4,Hufflepuff
Xenophilius Zograf,6,5,Gryffindor
Norbert Sprout,2,4,Slytherin
Trevor Midgeon,1,4,Gryffindor
Alicia Dolohov,9,5,Slytherin
Bob Dippet,5,3,Ravenclaw
Hamish Gaunt,2,5,Slytherin
Ivan Chang,2,3,Slytherin
Antioch Pettigrew,9,6,Slytherin
Alice Gryffindor,6,6,Gryffindor
Bartemius Dursley,5,4,Ravenclaw
Molly Pomfrey,1,2,Gryffindor
Amelia Susan Slinkhard,13,4,Ravenclaw
Draco Thicknesse,16,2,Ravenclaw
Hassan Goyle,2,3,Slytherin
Horace Filch,14,6,Ravenclaw
James Granger,2,6,Slytherin
Helga Ivanova,10,2,Hufflepuff
Janus Flamel,5,6,Ravenclaw
Livius Perks,6,6,Gryffindor
You-Know-Who ,6,3,Gryffindor
Elfrida Bode,13,6,Ravenclaw
Phyllida Crockford,10,4,Hufflepuff
Lisa Zeller,12,5,Ravenclaw
Firenze Umfraville,8,5,Hufflepuff
Ludo Mundungus,1,6,Gryffindor
Rita Lockhart,1,5,Gryffindor
Catriona Pennifold,5,5,Ravenclaw
Bellatrix Shacklebolt,10,2,Hufflepuff
Augusta Lupin,1,3,Gryffindor
Oliver Quirrell,3,3,Slytherin
Dobby Thicknesse,2,5,Slytherin
Eunice Peakes,5,6,Ravenclaw
Igor Moody,10,4,Hufflepuff
Stubby Bagman,7,2,Gryffindor
Andrew Elphick,12,2,Ravenclaw
Livius Lockhart,8,3,Hufflepuff
Emmeline Creevey,8,6,Hufflepuff
Violet Dedalus,5,3,Ravenclaw
Travers Dursley,7,3,Gryffindor
Muriel Midgeon,13,3,Ravenclaw
Rowena Parkinson,9,2,Slytherin
Araminta Brown,6,4,Gryffindor
Teddy Zabini,11,4,Hufflepuff
The Grey Lady Purkiss,16,2,Ravenclaw
Cliodna Purkiss,5,6,Ravenclaw
Scabior Jorkins,4,3,Slytherin
Moony Thicknesse,3,2,Slytherin
Percy Ollivander,8,4,Hufflepuff
Nicolas Pomfrey,7,5,Gryffindor
Andromeda Morgan,13,5,Ravenclaw
Stubby Morgan,3,3,Slytherin
Fang Boardman,3,5,Slytherin
Alicia ,11,3,Hufflepuff
Hamish Higgs,2,4,Slytherin
Amelia Susan Prince,16,4,Ravenclaw
Elladora Quirke,4,5,Slytherin
Gertie Peakes,11,6,Hufflepuff
Alecto Ravenclaw,1,3,Gryffindor
George Fudge,4,5,Slytherin
Goodwin Dippet,2,4,Slytherin
Lily Patil,4,4,Slytherin
Sirius Turpin,12,2,Ravenclaw
Helena Finnigan,10,4,Hufflepuff
Barnabas the Barmy Pettigrew,15,2,Ravenclaw
Phyllida Lupin,11,4,Hufflepuff
Aidan Imago,7,2,Gryffindor
Agatha Goyle,1,6,Gryffindor
Minerva Pomfrey,15,6,Ravenclaw
Hassan Mumps,6,5,Gryffindor
Lord Voldemort Mostafa,7,3,Gryffindor
Andromeda Ivanova,10,2,Hufflepuff
Lily Dolohov,7,5,Gryffindor
Ptolemy Clearwater,10,3,Hufflepuff
Severus Keddle,2,3,Slytherin
Fingal the Fearless Clearwater,6,4,Gryffindor
Wilkie Bones,14,5,Ravenclaw
George Hufflepuff,7,5,Gryffindor
Oliver Zeller,5,3,Ravenclaw
Scabbers Grindelwald,9,6,Slytherin
Andrew Purkiss,10,2,Hufflepuff
Alicia Crouch,16,3,Ravenclaw
Hedwig Fudge,11,6,Hufflepuff
Snuffles Slughorn,11,6,Hufflepuff
Celestina Gaunt,12,3,Ravenclaw
Anthony Goyle,3,3,Slytherin
Bane Cresswell,1,3,Gryffindor
Kreacher Diggle,14,2,Ravenclaw
Narcissa McClaggen,1,5,Gryffindor
Blaise McGonagall,12,6,Ravenclaw
You-Know-Who Mimsey-Porpington,1,5,Gryffindor
Edgar Kirke,16,5,Ravenclaw
Xenophilius Prang,9,5,Slytherin
Ariana Gaunt,12,6,Ravenclaw
Colin Mundungus,9,5,Slytherin
Hedwig Wood,8,2,Hufflepuff
Alberic Abbott,4,6,Slytherin
Celestina Rosier,2,2,Slytherin
Cormac Pomfrey,5,2,Ravenclaw
Lily Millicent,12,4,Ravenclaw
Reginald Patil,7,6,Gryffindor
Errol Podmore,12,3,Ravenclaw
Adalbert Vane,14,3,Ravenclaw
MykewÂ Volkov,10,3,Hufflepuff
Bertha Prewett,11,6,Hufflepuff
Winky Rosier,16,5,Ravenclaw
Alecto Rabnott,1,5,Gryffindor
Ignotus Shacklebolt,14,6,Ravenclaw
Hestia Warbeck,7,3,Gryffindor
Wilbert Ogden,16,3,Ravenclaw
Mosag Brown,13,3,Ravenclaw
Livius Shacklebolt,1,6,Gryffindor
Vincent Elphick,12,6,Ravenclaw
Bilius Jordan,5,6,Ravenclaw
Eunice Thicknesse,11,3,Hufflepuff
Amycus Slughorn,13,6,Ravenclaw
Gabrielle Moody,11,6,Hufflepuff
Susan Corner,8,4,Hufflepuff
Dedalus Warbeck,13,5,Ravenclaw
Cuthbert Podmore,1,4,Gryffindor
Dennis Fortescue,12,3,Ravenclaw
Augustus Riddle,1,3,Gryffindor
Lavender Evans,13,2,Ravenclaw
Alicia Podmore,4,6,Slytherin
Kendra Dedalus,9,3,Slytherin
Phineas Nigellus Bones,6,4,Gryffindor
Grawp Thickey,15,5,Ravenclaw
Andromeda McClaggen,2,6,Slytherin
Lee Imago,15,3,Ravenclaw
Catriona Granger,14,3,Ravenclaw
Uric Flint,13,5,Ravenclaw
Moran Rabnott,12,3,Ravenclaw
Araminta Bagman,4,5,Slytherin
Gladys Elphick,13,5,Ravenclaw
Armando Lockhart,2,2,Slytherin
Edgar Bulstrode,3,4,Slytherin
George Ravenclaw,15,6,Ravenclaw
Dean Bones,12,3,Ravenclaw
Doris Fortescue,1,6,Gryffindor
Filius Warrington,15,4,Ravenclaw
Michael Snape,1,5,Gryffindor
Amos Bulstrode,14,6,Ravenclaw
Padma Volkov,5,4,Ravenclaw
Charlie Polkiss,1,4,Gryffindor
Circe Granger,9,3,Slytherin
Golgomath Grunnion,6,3,Gryffindor
Justin Delaney-Podmore,1,2,Gryffindor
Rubeus Flitwick,8,4,Hufflepuff
Bob Sprout,3,5,Slytherin
Ginny Imago,4,5,Slytherin
Scorpius Umbridge,15,2,Ravenclaw
Mafalda Ollivander,1,5,Gryffindor
Anthony Dolohov,5,6,Ravenclaw
Mosag Kettleburn,2,5,Slytherin
Arabella Potter,5,6,Ravenclaw
Ivan Higgs,8,4,Hufflepuff
Kennilworthy Kirke,4,6,Slytherin
Irma Mumps,14,2,Ravenclaw
Draco Gregorovitch,1,3,Gryffindor
Avery Imago,14,4,Ravenclaw
Dolores Longbottom,1,5,Gryffindor
Moran Kneen,9,6,Slytherin
Victoire Delaney-Podmore,16,5,Ravenclaw
Viktor Lockhart,16,2,Ravenclaw
Dean Fudge,4,2,Slytherin
Alecto Creevey,12,2,Ravenclaw
Frank Warrington,12,5,Ravenclaw
Yaxley Gryffindor,12,4,Ravenclaw
Argus Murray,11,4,Hufflepuff
Crookshanks Flint,6,5,Gryffindor
Miranda Goshawk,10,4,Hufflepuff
Olympe Oswald,3,5,Slytherin
Stan Bell,2,4,Slytherin
Igor Mostafa,6,3,Gryffindor
Phyllida Whitby,2,3,Slytherin
Salazar Goshawk,16,6,Ravenclaw
Sybill Ravenclaw,15,2,Ravenclaw
Aidan Malfoy,12,3,Ravenclaw
Ted Vane,9,3,Slytherin
Bill Jorkins,1,3,Gryffindor
Bane Brown,4,2,Slytherin
Charlie Zograf,3,4,Slytherin
Crookshanks McGonagall,1,2,Gryffindor
Quigley Dolohov,14,4,Ravenclaw
Ripper Timms,6,2,Gryffindor
Elladora Doreen,16,5,Ravenclaw
Fluffy Switch,4,3,Slytherin
Michael Millicent,15,2,Ravenclaw
Kevin Volkov,14,5,Ravenclaw
Lucius Jordan,1,6,Gryffindor
Marcus Thicknesse,9,5,Slytherin
Aidan Fortescue,14,2,Ravenclaw
Hassan Weasley,16,3,Ravenclaw
Parvati Nott,1,6,Gryffindor
Cornelius Millicent,12,6,Ravenclaw
Emmeline Pomfrey,11,5,Hufflepuff
Kendra Prang,15,3,Ravenclaw
Antonin Bagshot,7,6,Gryffindor
Demelza Rookwood,8,5,Hufflepuff
Scabbers Thicknesse,1,4,Gryffindor
Kendra Parkinson,3,4,Slytherin
Madam Poppy Bagshot,15,5,Ravenclaw
Alice Evans,13,3,Ravenclaw
Albus percival Wulfric Brian Murray,13,5,Ravenclaw
Alastor Hooch,10,5,Hufflepuff
Circe Edgecombe,16,4,Ravenclaw
Aurora ,12,4,Ravenclaw
Adalbert Umbridge,6,4,Gryffindor
Mosag Peverell,14,5,Ravenclaw
Bertha Tonks,14,5,Ravenclaw
Prongs Sprout,14,2,Ravenclaw
Goodwin Bagnold,10,2,Hufflepuff
MykewÂ McClaggen,2,4,Slytherin
Sybill MacNair,1,2,Gryffindor
Bozo Sprout,9,4,Slytherin
Grawp Twycross,5,2,Ravenclaw
MykewÂ Fortescue,3,4,Slytherin
Gilderoy Cresswell,6,4,Gryffindor
Hengist of Woodcroft Switch,8,6,Hufflepuff
Pigwidgeon Clearwater,7,2,Gryffindor
Moran Vane,15,5,Ravenclaw
Pomona Gaunt,16,2,Ravenclaw
Magorian Evans,1,3,Gryffindor
Luna Edgecombe,13,5,Ravenclaw
Angelina Rookwood,1,2,Gryffindor
Bartemius Vulchanov,11,4,Hufflepuff
Arabella Diggle,10,2,Hufflepuff
Justin Cattermole,8,6,Hufflepuff
Michael Goyle,13,5,Ravenclaw
Marge Ravenclaw,3,4,Slytherin
Madam Poppy Keddle,5,3,Ravenclaw
Wendy MacNair,12,4,Ravenclaw
Wilhelmina Mundungus,13,3,Ravenclaw
Hugo Shacklebolt,6,5,Gryffindor
Antonin Fortescue,3,3,Slytherin
Araminta Finnigan,13,6,Ravenclaw
Peeves Krum,1,2,Gryffindor
Barnabas the Barmy Evans,12,5,Ravenclaw
Bartemius Grindelwald,15,2,Ravenclaw
Cassius Clagg,2,2,Slytherin
Colin Morgan,10,4,Hufflepuff
Moaning Myrtle Mundungus,9,6,Slytherin
Bathilda Rosier,9,2,Slytherin
Beedle Davies,15,4,Ravenclaw
Hugo Millicent,3,6,Slytherin
Molly Umbridge,2,5,Slytherin
Malkin Edgecombe,1,2,Gryffindor
Elphias Davies,8,3,Hufflepuff
Muriel Dolohov,6,6,Gryffindor
Circe Gregorovitch,14,5,Ravenclaw
Madam Poppy Ollivander,14,6,Ravenclaw
Alicia Doge,10,6,Hufflepuff
Hokey Davies,10,6,Hufflepuff
Livius Ravenclaw,15,4,Ravenclaw
Quigley Crockford,11,2,Hufflepuff
Kendra Davies,7,4,Gryffindor
Madam Rosmerta Rabnott,14,4,Ravenclaw
Roger ,13,3,Ravenclaw
Nearly Headless Nick Diggle,2,4,Slytherin
Ernie Keddle,10,5,Hufflepuff
Michael Imago,11,3,Hufflepuff
Viridian Hooch,3,3,Slytherin
Elfrida Diggle,3,2,Slytherin
You-Know-Who Morgan,1,2,Gryffindor
Amycus Delacour,5,6,Ravenclaw
Helga Mundungus,4,2,Slytherin
Marcus Gudgeon,10,3,Hufflepuff
Charlie Grunnion,2,3,Slytherin
Karkus Lestrange,8,6,Hufflepuff
The Grey Lady Rabnott,16,3,Ravenclaw
Victoire Dumbledore,16,6,Ravenclaw
Salazar Nott,10,2,Hufflepuff
Marvolo Pennifold,6,6,Gryffindor
Rubeus Pomfrey,14,3,Ravenclaw
Scabbers Gregorovitch,14,5,Ravenclaw
Janus Diggory,4,3,Slytherin
Kingsley Prang,12,5,Ravenclaw
Madam Rosmerta Polkiss,14,4,Ravenclaw
Piers Trimble,4,5,Slytherin
Charity Bulstrode,2,2,Slytherin
Jugson Black,7,2,Gryffindor
Emmeline Turpin,2,2,Slytherin
Pigwidgeon Pince,10,6,Hufflepuff
Orla Clearwater,11,3,Hufflepuff
Ernie Goldstein,9,3,Slytherin
Neville Tonks,13,2,Ravenclaw
Patrick Boardman,10,6,Hufflepuff
Cormac Rabnott,15,6,Ravenclaw
Evan Ogden,10,3,Hufflepuff
Cedric Pomfrey,2,6,Slytherin
Fred Mundungus,2,4,Slytherin
Clara Pettigrew,10,4,Hufflepuff
Romilda Pettigrew,11,2,Hufflepuff
Teddy Parkinson,3,3,Slytherin
Moaning Myrtle Crabbe,10,4,Hufflepuff
Lily Dursley,11,6,Hufflepuff
Snuffles Doge,9,5,Slytherin
Snivellus Lockhart,6,4,Gryffindor
Amycus Finnigan,12,5,Ravenclaw
Griphook Warrington,7,2,Gryffindor
Cliodna Pomfrey,7,4,Gryffindor
Doris Creevey,9,5,Slytherin
Ptolemy Black,12,2,Ravenclaw
Edgar Doreen,7,4,Gryffindor
Edgar Ogden,2,6,Slytherin
Lee Morgan,9,4,Slytherin
Kingsley Umbridge,11,4,Hufflepuff
Lee Robins,8,2,Hufflepuff
Miranda Bryce,6,2,Gryffindor
James Lestrange,8,5,Hufflepuff
Pansy Vulchanov,6,2,Gryffindor
Bertha Bryce,8,2,Hufflepuff
Hamish Delacour,11,6,Hufflepuff
Bilius Goldstein,14,6,Ravenclaw
Cassius Twycross,12,3,Ravenclaw
Stan Tonks,6,5,Gryffindor
Hugo Bagnold,6,4,Gryffindor
Septima Dursley,12,5,Ravenclaw
Doris Ollivander,4,3,Slytherin
Frank Doreen,3,5,Slytherin
Minerva Gryffindor,8,2,Hufflepuff
Evan MacNair,8,6,Hufflepuff
Barberus Gregorovitch,7,5,Gryffindor
Andromeda Patil,7,6,Gryffindor
Travers Perks,1,3,Gryffindor
Alice Fortescue,8,4,Hufflepuff
Filius Ivanova,8,6,Hufflepuff
Angelina Hufflepuff,6,5,Gryffindor
Elfrida Dolohov,8,2,Hufflepuff
Gabrielle Bagnold,2,5,Slytherin
Ptolemy Prang,14,3,Ravenclaw
Hengist of Woodcroft Brown,13,3,Ravenclaw
Cliodna Flitwick,7,5,Gryffindor
Fawkes Crockford,7,3,Gryffindor
Cliodna Riddle,10,5,Hufflepuff
Oblansk Nott,10,4,Hufflepuff
Wilkie Umbridge,9,5,Slytherin
The Grey Lady McClaggen,2,2,Slytherin
Vernon Volkov,11,2,Hufflepuff
Seamus Lockhart,6,2,Gryffindor
Amelia Susan Robins,3,5,Slytherin
Marietta Slughorn,3,5,Slytherin
Gwendolyn Gaunt,13,6,Ravenclaw
Stubby Thicknesse,16,2,Ravenclaw
Violet Peakes,14,3,Ravenclaw
Jimmy Cresswell,7,4,Gryffindor
Clara Ogden,4,2,Slytherin
Violet Grindelwald,2,3,Slytherin
Kennilworthy Dippet,13,3,Ravenclaw
Cassandra Dawlish,12,5,Ravenclaw
Minerva Jones,6,3,Gryffindor
Sturgis Zeller,2,6,Slytherin
Newton Pince,15,2,Ravenclaw
Cornelius Weasley,1,3,Gryffindor
Hermes Whitby,8,5,Hufflepuff
Charlie Crabbe,12,3,Ravenclaw
Magorian Whitby,7,6,Gryffindor
Reginald Jordan,13,4,Ravenclaw
Wilhelmina Shacklebolt,7,6,Gryffindor
Celestina Timms,10,2,Hufflepuff
Bellatrix Creevey,11,2,Hufflepuff
Ron Tonks,16,4,Ravenclaw
Rosmerta Jorkins,16,6,Ravenclaw
Miranda Ollivander,5,3,Ravenclaw
Miranda Hagrid,5,3,Ravenclaw
Quigley Shacklebolt,15,6,Ravenclaw
Thomas Meliflua,12,5,Ravenclaw
Amos Jordan,12,4,Ravenclaw
Arcturus Rookwood,6,2,Gryffindor
Eloise Jorkins,16,5,Ravenclaw
Edgar Lestrange,14,5,Ravenclaw
Bane Thickey,7,2,Gryffindor
Gregory Volkov,5,3,Ravenclaw
Kennilworthy Prang,13,4,Ravenclaw
Demelza McLaggen,5,6,Ravenclaw
Lavender Prince,12,3,Ravenclaw
Hugo Finnigan,8,6,Hufflepuff
Madam Rosmerta Filch,6,3,Gryffindor
Sybill Flint,4,4,Slytherin
Colin Mostafa,6,5,Gryffindor
Septima Marchbanks,16,2,Ravenclaw
Alberic Imago,16,6,Ravenclaw
Arthur Robins,13,3,Ravenclaw
Janus Dursley,8,6,Hufflepuff
Jimmy Warrington,16,5,Ravenclaw
Eunice Fletcher,11,3,Hufflepuff
Moran Corner,13,4,Ravenclaw
Frank Bagman,12,3,Ravenclaw
Bellatrix Pince,4,5,Slytherin
Hokey Dedalus,3,4,Slytherin
Dobby Gaunt,9,5,Slytherin
Ritchie Hagrid,8,6,Hufflepuff
Eloise Thicknesse,14,3,Ravenclaw
Ronan Cattermole,8,3,Hufflepuff
Dolores Chang,16,2,Ravenclaw
Bartemius Bryce,3,5,Slytherin
Snivellus Granger,4,3,Slytherin
Lily Lockhart,6,4,Gryffindor
Violet Finnigan,2,2,Slytherin
Miranda Helga,11,2,Hufflepuff
Lisa Rabnott,2,6,Slytherin
Justin Lynch,14,5,Ravenclaw
Ripper Goyle,1,2,Gryffindor
Gabrielle Trimble,14,6,Ravenclaw
Padma Finch-Fletchley,4,4,Slytherin
Alberic Dippet,14,4,Ravenclaw
Armando Malfoy,4,2,Slytherin
Kingsley Parkinson,9,4,Slytherin
Michael Zabini,9,4,Slytherin
Aidan Murray,6,2,Gryffindor
Quentin Zograf,14,5,Ravenclaw
Vincent Peverell,1,3,Gryffindor
Clara Robins,11,3,Hufflepuff
Hedwig Millicent,4,3,Slytherin
Uric Brown,11,5,Hufflepuff
Errol Robins,15,6,Ravenclaw
Walden Vulchanov,9,2,Slytherin
Alicia Fudge,4,4,Slytherin
Alicia Slinkhard,6,2,Gryffindor
Terence Ivanova,14,3,Ravenclaw
James Crabbe,5,6,Ravenclaw
Alphard Dolohov,14,2,Ravenclaw
Madam Rosmerta Belby,9,5,Slytherin
Pansy Abbott,1,2,Gryffindor
Araminta Lovegood,7,3,Gryffindor
Cassius Delaney-Podmore,2,4,Slytherin
Jean Lupin,4,6,Slytherin
Padfoot Granger,16,3,Ravenclaw
Arthur Whisp,6,5,Gryffindor
Eunice Perks,1,5,Gryffindor
Charity Bagman,14,4,Ravenclaw
Phyllida Kettleburn,5,6,Ravenclaw
Minerva Vane,12,2,Ravenclaw
Newton Polkiss,9,2,Slytherin
Celestina Lovegood,2,4,Slytherin
Aragog Crockford,9,6,Slytherin
Norbert Podmore,15,3,Ravenclaw
Stubby Mostafa,13,2,Ravenclaw
Petunia Bagnold,12,2,Ravenclaw
Celestina MacFarlan,14,6,Ravenclaw
Aragog Whisp,3,4,Slytherin
Newton Krum,10,4,Hufflepuff
Buckbeak Bragge,14,4,Ravenclaw
Thomas Longbottom,3,3,Slytherin
Clara Mundungus,12,3,Ravenclaw
Agatha Dumbledore,9,5,Slytherin
Lee Prang,3,3,Slytherin
Oliver Trelawney,10,2,Hufflepuff
Ronan Doge,4,2,Slytherin
Agatha Trimble,4,2,Slytherin
Cassandra Coote,16,5,Ravenclaw
Ritchie Carrow,13,3,Ravenclaw
Alberic Marchbanks,15,3,Ravenclaw
Golgomath Hufflepuff,11,4,Hufflepuff
Quintius Evans,10,4,Hufflepuff
Rose Warbeck,13,4,Ravenclaw
Helga Vector,5,4,Ravenclaw
Tom Jorkins,2,4,Slytherin
Horace Finnigan,7,4,Gryffindor
Lee Timms,11,2,Hufflepuff
Malkin Meliflua,15,2,Ravenclaw
Parvati Vector,13,6,Ravenclaw
Thomas Maxime,4,3,Slytherin
Alice Mumps,3,3,Slytherin
Barberus Flamel,7,4,Gryffindor
Mundungus Wood,15,2,Ravenclaw
Charlie Ollivander,6,3,Gryffindor
Aidan Ravenclaw,14,5,Ravenclaw
Tom Rosier,8,5,Hufflepuff
Dirk Finch-Fletchley,14,4,Ravenclaw
Argus Sprout,14,2,Ravenclaw
Pomona Pennifold,3,3,Slytherin
Cliodna Volkov,4,4,Slytherin
Wormtail Weasley,10,6,Hufflepuff
Bathilda Crouch,13,2,Ravenclaw
Winky Crouch,16,2,Ravenclaw
Grawp Bagshot,8,2,Hufflepuff
Goodwin Snape,9,4,Slytherin
Alicia Oswald,1,3,Gryffindor
Madam Rosmerta Lestrange,15,3,Ravenclaw
Minerva Karkaroff,14,2,Ravenclaw
Wilbert Bagshot,7,4,Gryffindor
Florean Hopkirk,7,6,Gryffindor
Olympe MacNair,12,4,Ravenclaw
Marcus Rosier,15,3,Ravenclaw
Augusta Jigger,9,5,Slytherin
Bill Morgan,8,2,Hufflepuff
John Grunnion,11,3,Hufflepuff
Doris Corner,1,4,Gryffindor
Celestina Potter,15,5,Ravenclaw
Augustus Crabbe,2,3,Slytherin
Firenze Crabbe,11,6,Hufflepuff
Regulus Helga,9,5,Slytherin
Arabella Umfraville,6,4,Gryffindor
Cornelius Quirke,6,5,Gryffindor
Barnabas the Barmy Burbage,3,4,Slytherin
Quirinus Granger,11,4,Hufflepuff
Dirk Peverell,10,4,Hufflepuff
Bloody Baron Imago,14,6,Ravenclaw
Gabrielle Quirrell,10,2,Hufflepuff
Rose Peasegood,7,4,Gryffindor
Ernie Slinkhard,12,5,Ravenclaw
Scabbers Lestrange,9,4,Slytherin
Newton Elphick,11,2,Hufflepuff
Amos Midgeon,5,4,Ravenclaw
Marcus Bagnold,4,5,Slytherin
Andromeda Coote,8,3,Hufflepuff
Ronan Marchbanks,6,3,Gryffindor
Michael Warbeck,4,2,Slytherin
Nicolas MacFarlan,5,6,Ravenclaw
Lisa Vane,4,6,Slytherin
Magorian Purkiss,2,2,Slytherin
Gladys Figg,13,6,Ravenclaw
Hengist of Woodcroft Diggle,3,6,Slytherin
Cornelius Belby,2,4,Slytherin
Amelia Susan Trelawney,2,3,Slytherin
Bane Lockhart,7,6,Gryffindor
Wilkie Slinkhard,14,4,Ravenclaw
Alphard Granger,1,4,Gryffindor
Firenze Dumbledore,14,6,Ravenclaw
Seamus Ogden,9,6,Slytherin
Nearly Headless Nick Dursley,15,5,Ravenclaw
Moaning Myrtle Pomfrey,8,4,Hufflepuff
Antonin Hopkirk,3,4,Slytherin
Anthony Evans,16,3,Ravenclaw
Gellert Bragge,1,5,Gryffindor
Pius Ravenclaw,1,2,Gryffindor
Teddy Kettleburn,16,5,Ravenclaw
Cassius Cattermole,12,3,Ravenclaw
Albus percival Wulfric Brian Bulstrode,12,2,Ravenclaw
Minerva Diggory,10,3,Hufflepuff
Blaise Meliflua,6,4,Gryffindor
Bogrod Quirke,12,4,Ravenclaw
The Grey Lady Morgan,7,6,Gryffindor
Tenebrus Lovegood,13,2,Ravenclaw
Nymphadora Grubbly-Plank,4,4,Slytherin
Pigwidgeon Trimble,7,3,Gryffindor
Padfoot Twycross,2,2,Slytherin
Ted Rosier,3,6,Slytherin
You-Know-Who Fortescue,10,3,Hufflepuff
Fred Granger,4,4,Slytherin
Phyllida Belby,1,2,Gryffindor
Cedric Goyle,14,3,Ravenclaw
Fawkes Whisp,15,5,Ravenclaw
Gertie Goldstein,13,5,Ravenclaw
Cadmus Snape,11,2,Hufflepuff
Uric Purkiss,10,2,Hufflepuff
Pansy Granger,12,3,Ravenclaw
Trevor Maxime,10,6,Hufflepuff
Alice Warbeck,10,3,Hufflepuff
Beedle Crockford,2,4,Slytherin
Firenze Whisp,8,4,Hufflepuff
Lavender Turpin,8,5,Hufflepuff
MykewÂ Gaunt,10,6,Hufflepuff
Cadmus Lovegood,3,2,Slytherin
Sirius Chang,9,4,Slytherin
Agatha Bagnold,4,5,Slytherin
Theodore Dippet,2,2,Slytherin
MykewÂ Ivanova,2,2,Slytherin
Xenophilius Marchbanks,15,4,Ravenclaw
Hassan Coote,14,3,Ravenclaw
Vernon Bryce,11,4,Hufflepuff
Percy Pennifold,8,6,Hufflepuff
Broderick Black,5,6,Ravenclaw
Oliver Goldstein,12,5,Ravenclaw
Antonin Ollivander,7,3,Gryffindor
Percy Finnigan,14,3,Ravenclaw
Fluffy Boardman,13,2,Ravenclaw
Severus Ivanova,1,5,Gryffindor
Regulus Gudgeon,6,5,Gryffindor
Griphook Jorkins,15,2,Ravenclaw
Ignotus Grindelwald,13,5,Ravenclaw
Thomas Midgeon,10,3,Hufflepuff
Madam Poppy McClaggen,5,2,Ravenclaw
Severus Bell,14,3,Ravenclaw
Karkus Hufflepuff,14,5,Ravenclaw
Vincent Morgan,9,5,Slytherin
Arabella Ollivander,11,4,Hufflepuff
Merlin Brown,16,5,Ravenclaw
Phineas Nigellus Dumbledore,2,6,Slytherin
James Ollivander,9,2,Slytherin
Kevin Jigger,6,4,Gryffindor
Oliver Gryffindor,11,3,Hufflepuff
Karkus Brown,13,6,Ravenclaw
Quintius Delacour,13,4,Ravenclaw
Sybill Karkaroff,14,3,Ravenclaw
